4,9,0.034875869751,1,2,1.44444444444,13
5,14,0.0297811031342,1,3,2.0,28
6,19,0.0563318729401,1,3,2.0,38
7,26,0.0940260887146,1,3,2.34615384615,61
8,34,0.171884059906,1,3,2.05882352941,70
9,42,0.287436008453,1,3,2.07142857143,87
10,49,0.481794834137,1,3,2.18367346939,107
11,62,1.02805709839,1,3,2.16129032258,134
12,68,1.63810706139,1,4,2.66176470588,181
13,78,3.44987392426,1,4,2.60256410256,203
14,99,48.6795659065,1,4,3.08080808081,305
15,105,16.0366251469,1,4,2.81904761905,296
16,117,40.2110519409,1,4,2.81196581197,329
