size of point set,size of line set,CPU time in seconds,iterations,crossing number,average crossing number,crossing overall
2.0,1.0,0.0031208038330078126,2.0,1.0,1.0,1.0
3.0,1.0,0.006296932697296143,2.55,1.4,1.4,1.4
4.0,5.0,0.020916593074798585,2.75,2.2,1.5399999999999998,7.7
5.0,6.0,0.040400469303131105,3.45,3.1,1.925,11.55
6.0,9.0,0.07182233333587647,3.2,3.45,2.1500000000000004,19.35
7.0,14.0,0.1306154727935791,3.5,3.8,2.189285714285714,30.65
8.0,18.0,0.3038455367088318,3.9,3.9,2.2388888888888885,40.3
9.0,14.0,0.3312032699584961,3.8,3.5,2.035714285714286,28.5
10.0,22.0,0.5000466585159302,4.1,4.85,2.452272727272727,53.95
11.0,23.0,0.7415613651275634,4.45,5.0,2.8,64.4
12.0,17.0,0.43659411668777465,4.5,4.9,2.576470588235294,43.8
13.0,30.0,1.1828394055366516,4.5,5.85,3.1233333333333335,93.7
14.0,26.0,1.3364329218864441,4.5,5.45,2.6923076923076925,70.0
15.0,29.0,1.4897134184837342,4.85,5.55,3.0172413793103443,87.5
16.0,29.0,1.8578019618988038,4.8,5.7,3.136206896551724,90.95
17.0,38.0,2.3150707483291626,4.95,5.6,2.9934210526315796,113.75
18.0,38.0,2.9637609362602233,5.25,6.15,3.344736842105263,127.1
19.0,43.0,3.7187851548194883,5.3,6.75,3.4406976744186046,147.95
20.0,45.0,4.055642294883728,5.2,7.35,3.6044444444444443,162.2
21.0,38.0,4.151985096931457,5.3,7.25,3.480263157894737,132.25
22.0,47.0,5.577964162826538,5.25,7.55,3.7159574468085106,174.65
23.0,47.0,6.20700124502182,5.5,7.0,3.9,183.3
24.0,47.0,6.9356285572052006,5.55,6.65,3.6882978723404265,173.35
25.0,52.0,7.061354756355286,5.45,7.9,3.9596153846153848,205.9
26.0,54.0,7.234864711761475,5.9,8.1,3.903703703703704,210.8
27.0,50.0,7.490250873565674,5.65,8.35,4.2010000000000005,210.05
28.0,55.0,9.558079719543457,5.75,8.25,4.328181818181818,238.05
29.0,49.0,9.794951188564301,5.8,8.1,4.24795918367347,208.15
30.0,57.0,11.666814589500428,5.8,7.75,4.154385964912281,236.8
31.0,61.0,12.83029363155365,6.0,8.85,4.242622950819671,258.8
