size of point set,size of line set,CPU time in seconds,iterations,crossing number,average crossing number,crossing overall
4,9,0.012082099914550781,3,3,1.5555555555555556,14
9,42,0.2964780330657959,8,3,2.0714285714285716,87
16,124,2.9511518478393555,15,7,3.5806451612903225,444
25,279,19.914167881011963,24,8,4.154121863799283,1159
36,559,114.23523902893066,35,10,4.974955277280858,2781
49,973,573.7016870975494,48,13,5.645426515930113,5493
64,1553,1355.437733888626,63,11,5.8486799742433995,9083
81,2398,10965.000036001205,80,12,6.507089241034195,15604
