4,9,0.00857996940613,2,1.44444444444,13
9,42,0.245680809021,4,2.09523809524,88
16,124,2.69397306442,4,2.64516129032,328
25,281,17.743844986,6,3.38790035587,952
36,550,88.2336778641,7,3.93636363636,2165
49,965,340.297214985,8,4.60518134715,4444
64,1544,1163.92323804,9,5.28303108808,8157
81,2383,3513.65610504,10,5.97440201427,14237
100,3536,10733.3584809,10,6.60633484163,23360
